Pedido_ID,Data,Categoria,Produto,Quantidade,Preco_Unitario,Receita
1065,2025-01-15,Alimentos,Biscoito,4,14.07,56.28
1065,2025-01-15,Eletrônicos,Smartphone,3,1999.42,5998.26
1066,2025-01-16,Eletrônicos,Tablet,2,367.05,734.1
1066,2025-01-16,Papelaria,Caderno,1,66.45,66.45
1066,2025-01-16,Alimentos,Biscoito,1,37.18,37.18
1067,2025-01-16,Vestuário,Calça Jeans,1,150.91,150.91
1068,2025-01-16,Eletrônicos,Smartphone,1,3823.1,3823.1
1068,2025-01-16,Papelaria,Caderno,4,82.25,329.0
1069,2025-01-16,Papelaria,Caneta,2,62.29,124.58
1069,2025-01-16,Alimentos,Cereal,1,21.93,21.93
1070,2025-01-16,Papelaria,Agenda,3,15.17,45.51
1070,2025-01-16,Eletrônicos,Smartphone,3,665.96,1997.88
1071,2025-01-16,Móveis,Luminária,3,1634.47,4903.41
1071,2025-01-16,Alimentos,Suco,2,58.93,117.86
1071,2025-01-16,Vestuário,Calça Jeans,3,155.52,466.56
1072,2025-01-17,Papelaria,Caneta,1,104.17,104.17
1072,2025-01-17,Móveis,Sofá,1,1202.43,1202.43
1072,2025-01-17,Vestuário,Camiseta,4,112.64,450.56
1073,2025-01-17,Vestuário,Boné,2,141.17,282.34
1074,2025-01-17,Alimentos,Cereal,1,9.17,9.17
1074,2025-01-17,Alimentos,Suco,4,15.0,60.0
1074,2025-01-17,Eletrônicos,Fone de Ouvido,3,3516.12,10548.36
1075,2025-01-18,Vestuário,Tênis,2,141.24,282.48
1076,2025-01-18,Eletrônicos,Tablet,2,1924.0,3848.0
1077,2025-01-18,Vestuário,Camiseta,1,191.09,191.09
1077,2025-01-18,Alimentos,Café,3,10.08,30.24
1078,2025-01-19,Papelaria,Caderno,3,14.72,44.16
1078,2025-01-19,Móveis,Sofá,3,602.44,1807.32
1079,2025-01-19,Vestuário,Tênis,4,148.05,592.2
1079,2025-01-19,Vestuário,Boné,3,49.95,149.85
1080,2025-01-19,Alimentos,Cereal,1,34.27,34.27
1080,2025-01-19,Vestuário,Calça Jeans,3,143.33,429.99
1080,2025-01-19,Eletrônicos,Tablet,3,851.79,2555.37
1081,2025-01-19,Eletrônicos,Notebook,1,2211.04,2211.04
1082,2025-01-20,Vestuário,Camiseta,2,210.63,421.26
1082,2025-01-20,Eletrônicos,Tablet,2,1547.87,3095.74
1082,2025-01-20,Vestuário,Jaqueta,1,143.95,143.95
1083,2025-01-20,Móveis,Cadeira,2,669.34,1338.68
1083,2025-01-20,Móveis,Sofá,2,2141.96,4283.92
1084,2025-01-20,Eletrônicos,Fone de Ouvido,4,2169.37,8677.48
1084,2025-01-20,Móveis,Sofá,2,2493.41,4986.82
1085,2025-01-20,Papelaria,Estojo,3,110.5,331.5
1085,2025-01-20,Eletrônicos,Fone de Ouvido,2,3310.32,6620.64
1086,2025-01-20,Alimentos,Chocolate,4,20.4,81.6
1086,2025-01-20,Móveis,Mesa,3,876.83,2630.49
1086,2025-01-20,Papelaria,Caderno,4,89.67,358.68
1087,2025-01-21,Papelaria,Agenda,1,66.25,66.25
1087,2025-01-21,Vestuário,Calça Jeans,2,205.55,411.1
1087,2025-01-21,Papelaria,Caneta,2,42.07,84.14
1088,2025-01-21,Móveis,Cadeira,3,1924.55,5773.65
1089,2025-01-21,Alimentos,Café,4,51.79,207.16
1089,2025-01-21,Papelaria,Caneta,4,19.29,77.16
1089,2025-01-21,Alimentos,Café,3,16.28,48.84
1090,2025-01-22,Móveis,Sofá,1,492.77,492.77
1091,2025-01-22,Móveis,Estante,2,1696.47,3392.94
1092,2025-01-22,Papelaria,Caderno,1,105.88,105.88
1092,2025-01-22,Vestuário,Jaqueta,1,229.71,229.71
1093,2025-01-22,Eletrônicos,Smartphone,3,1518.15,4554.45
1093,2025-01-22,Vestuário,Boné,3,320.07,960.21
1093,2025-01-22,Alimentos,Cereal,4,39.52,158.08
1094,2025-01-23,Móveis,Estante,2,1885.47,3770.94
1095,2025-01-23,Vestuário,Calça Jeans,2,188.07,376.14
1095,2025-01-23,Eletrônicos,Tablet,4,575.93,2303.72
1096,2025-01-23,Papelaria,Agenda,1,67.08,67.08
1097,2025-01-23,Papelaria,Estojo,3,93.77,281.31
1097,2025-01-23,Alimentos,Cereal,2,36.1,72.2
1097,2025-01-23,Alimentos,Cereal,3,24.01,72.03
1098,2025-01-23,Vestuário,Calça Jeans,4,333.13,1332.52
1098,2025-01-23,Vestuário,Boné,2,74.52,149.04
1099,2025-01-23,Eletrônicos,Smart TV,4,2432.91,9731.64
1100,2025-01-23,Móveis,Mesa,3,1950.99,5852.97
1101,2025-01-24,Vestuário,Tênis,1,69.89,69.89
1102,2025-01-24,Alimentos,Biscoito,1,25.86,25.86
1103,2025-01-24,Vestuário,Tênis,2,282.09,564.18
1104,2025-01-24,Alimentos,Suco,3,34.56,103.68
1105,2025-01-24,Vestuário,Calça Jeans,3,183.87,551.61
1105,2025-01-24,Eletrônicos,Fone de Ouvido,3,276.46,829.38
1106,2025-01-24,Eletrônicos,Smart TV,4,1762.86,7051.44
1106,2025-01-24,Eletrônicos,Smartphone,3,3154.91,9464.73
1106,2025-01-24,Vestuário,Tênis,1,98.06,98.06
1107,2025-01-25,Móveis,Cadeira,4,819.03,3276.12
1107,2025-01-25,Móveis,Estante,3,603.77,1811.31
1107,2025-01-25,Móveis,Cadeira,2,187.72,375.44
1108,2025-01-25,Vestuário,Camiseta,3,278.17,834.51
1108,2025-01-25,Vestuário,Calça Jeans,1,201.03,201.03
1108,2025-01-25,Vestuário,Jaqueta,1,79.68,79.68
1109,2025-01-25,Alimentos,Chocolate,2,19.89,39.78
1110,2025-01-26,Alimentos,Biscoito,1,37.73,37.73
1110,2025-01-26,Móveis,Estante,4,2229.91,8919.64
1110,2025-01-26,Vestuário,Jaqueta,2,107.82,215.64
1111,2025-01-26,Alimentos,Suco,2,56.94,113.88
1111,2025-01-26,Móveis,Mesa,3,131.2,393.6
1112,2025-01-26,Móveis,Estante,3,394.66,1183.98
1113,2025-01-26,Papelaria,Caneta,3,107.66,322.98
1114,2025-01-26,Papelaria,Mochila,2,34.83,69.66
1115,2025-01-26,Papelaria,Estojo,2,76.78,153.56
1115,2025-01-26,Eletrônicos,Notebook,3,3465.11,10395.33
1115,2025-01-26,Papelaria,Caneta,4,92.81,371.24
1116,2025-01-26,Vestuário,Jaqueta,4,316.26,1265.04
1117,2025-01-27,Alimentos,Suco,1,12.28,12.28
1118,2025-01-27,Vestuário,Boné,2,35.89,71.78
1119,2025-01-27,Vestuário,Tênis,2,189.39,378.78
1120,2025-01-27,Móveis,Cadeira,4,1293.92,5175.68
1121,2025-01-27,Móveis,Mesa,3,436.04,1308.12
1121,2025-01-27,Eletrônicos,Fone de Ouvido,4,2450.04,9800.16
1121,2025-01-27,Móveis,Cadeira,2,1286.26,2572.52
1122,2025-01-28,Alimentos,Café,4,9.55,38.2
1122,2025-01-28,Alimentos,Chocolate,3,8.75,26.25
1123,2025-01-28,Papelaria,Caderno,4,87.98,351.92
1123,2025-01-28,Alimentos,Chocolate,4,26.82,107.28
1123,2025-01-28,Móveis,Cadeira,3,747.79,2243.37
1124,2025-01-28,Alimentos,Suco,2,7.83,15.66
1124,2025-01-28,Alimentos,Biscoito,1,13.51,13.51
1124,2025-01-28,Vestuário,Calça Jeans,1,64.11,64.11
1125,2025-01-28,Eletrônicos,Smartphone,4,2863.96,11455.84
1126,2025-01-29,Papelaria,Mochila,3,41.18,123.54
1126,2025-01-29,Alimentos,Café,2,12.53,25.06
1127,2025-01-29,Eletrônicos,Smart TV,4,2236.32,8945.28
1128,2025-01-29,Móveis,Cadeira,2,1681.08,3362.16
1128,2025-01-29,Eletrônicos,Notebook,3,2034.29,6102.87
1128,2025-01-29,Alimentos,Chocolate,2,7.84,15.68
1129,2025-01-29,Vestuário,Camiseta,1,87.78,87.78
1129,2025-01-29,Vestuário,Boné,3,263.93,791.79
1129,2025-01-29,Vestuário,Jaqueta,2,332.17,664.34
1130,2025-01-29,Papelaria,Mochila,2,41.7,83.4
1130,2025-01-29,Eletrônicos,Fone de Ouvido,1,2308.61,2308.61
1130,2025-01-29,Vestuário,Jaqueta,4,252.81,1011.24
1131,2025-01-30,Vestuário,Tênis,3,104.55,313.65
1132,2025-01-30,Vestuário,Calça Jeans,3,36.81,110.43
1132,2025-01-30,Móveis,Luminária,4,1021.51,4086.04
1132,2025-01-30,Alimentos,Cereal,4,59.89,239.56
1133,2025-01-30,Eletrônicos,Tablet,4,294.75,1179.0
1134,2025-01-30,Papelaria,Caderno,1,93.35,93.35
1135,2025-01-30,Papelaria,Agenda,1,89.21,89.21
1135,2025-01-30,Alimentos,Biscoito,2,24.5,49.0
1135,2025-01-30,Vestuário,Tênis,1,258.98,258.98
1136,2025-01-30,Eletrônicos,Tablet,1,3952.73,3952.73
1137,2025-01-30,Eletrônicos,Smartphone,4,2766.64,11066.56
1137,2025-01-30,Alimentos,Chocolate,1,48.89,48.89
1137,2025-01-30,Alimentos,Suco,4,27.97,111.88
1138,2025-01-31,Móveis,Estante,2,1330.45,2660.9
1139,2025-01-31,Vestuário,Camiseta,1,100.56,100.56
1139,2025-01-31,Vestuário,Jaqueta,1,294.39,294.39
1139,2025-01-31,Móveis,Cadeira,4,1343.82,5375.28
1140,2025-01-31,Eletrônicos,Tablet,3,1151.9,3455.7
1140,2025-01-31,Vestuário,Calça Jeans,4,252.73,1010.92
1141,2025-01-31,Alimentos,Biscoito,3,17.31,51.93
1141,2025-01-31,Eletrônicos,Smartphone,1,3595.45,3595.45
1141,2025-01-31,Vestuário,Jaqueta,3,310.79,932.37
1142,2025-01-31,Papelaria,Agenda,1,107.21,107.21
1142,2025-01-31,Vestuário,Tênis,3,41.34,124.02
1142,2025-01-31,Eletrônicos,Tablet,2,2980.57,5961.14
1143,2025-01-31,Alimentos,Biscoito,2,7.68,15.36
1143,2025-01-31,Móveis,Sofá,4,362.73,1450.92
1143,2025-01-31,Móveis,Luminária,4,2142.9,8571.6
1144,2025-02-01,Alimentos,Café,1,23.37,23.37
1144,2025-02-01,Eletrônicos,Tablet,3,2768.54,8305.62
1144,2025-02-01,Alimentos,Suco,3,13.72,41.16
1145,2025-02-01,Vestuário,Camiseta,3,39.36,118.08
1146,2025-02-01,Vestuário,Jaqueta,3,103.16,309.48
1146,2025-02-01,Vestuário,Tênis,1,207.98,207.98
1147,2025-02-01,Papelaria,Caneta,2,38.01,76.02
1148,2025-02-01,Eletrônicos,Smartphone,3,2582.48,7747.44
1148,2025-02-01,Vestuário,Tênis,1,32.9,32.9
1148,2025-02-01,Alimentos,Cereal,2,46.86,93.72
1149,2025-02-01,Vestuário,Tênis,2,232.44,464.88
1150,2025-02-01,Móveis,Sofá,4,517.01,2068.04
1151,2025-02-01,Papelaria,Mochila,4,24.13,96.52
1151,2025-02-01,Eletrônicos,Notebook,2,1973.26,3946.52
1152,2025-02-01,Alimentos,Chocolate,4,52.93,211.72
1152,2025-02-01,Móveis,Sofá,3,1899.16,5697.48
1153,2025-02-01,Papelaria,Agenda,2,7.54,15.08
1154,2025-02-02,Vestuário,Boné,3,332.18,996.54
1154,2025-02-02,Móveis,Cadeira,3,492.7,1478.1
1155,2025-02-02,Móveis,Estante,2,629.85,1259.7
1156,2025-02-02,Papelaria,Mochila,1,36.42,36.42
1156,2025-02-02,Papelaria,Estojo,3,89.1,267.3
1156,2025-02-02,Móveis,Estante,3,2414.85,7244.55
1157,2025-02-03,Eletrônicos,Smart TV,4,2316.59,9266.36
1158,2025-02-03,Papelaria,Caderno,1,104.89,104.89
1158,2025-02-03,Alimentos,Chocolate,3,46.86,140.58
1158,2025-02-03,Móveis,Sofá,4,178.06,712.24
1159,2025-02-03,Alimentos,Suco,1,48.81,48.81
1159,2025-02-03,Eletrônicos,Smart TV,1,1103.03,1103.03
1160,2025-02-03,Eletrônicos,Smart TV,2,397.2,794.4
1160,2025-02-03,Móveis,Luminária,4,1516.63,6066.52
1161,2025-02-03,Móveis,Cadeira,2,127.89,255.78
1161,2025-02-03,Vestuário,Jaqueta,1,252.39,252.39
1161,2025-02-03,Papelaria,Caderno,2,9.56,19.12
1162,2025-02-04,Papelaria,Estojo,4,44.79,179.16
1162,2025-02-04,Vestuário,Tênis,1,53.17,53.17
1163,2025-02-04,Eletrônicos,Tablet,1,467.66,467.66
1164,2025-02-05,Vestuário,Calça Jeans,2,286.19,572.38
1164,2025-02-05,Vestuário,Tênis,3,63.46,190.38
1164,2025-02-05,Móveis,Estante,1,2250.93,2250.93
1165,2025-02-05,Eletrônicos,Smartphone,4,2879.88,11519.52
1165,2025-02-05,Vestuário,Tênis,2,286.55,573.1
1166,2025-02-06,Alimentos,Chocolate,3,8.32,24.96
1166,2025-02-06,Papelaria,Agenda,3,60.12,180.36
1167,2025-02-06,Alimentos,Suco,1,45.94,45.94
1167,2025-02-06,Móveis,Estante,2,488.01,976.02
1168,2025-02-06,Alimentos,Biscoito,1,59.8,59.8
1168,2025-02-06,Alimentos,Cereal,3,9.48,28.44
1169,2025-02-06,Móveis,Luminária,3,1104.16,3312.48
1169,2025-02-06,Eletrônicos,Smart TV,1,820.64,820.64
1169,2025-02-06,Vestuário,Boné,1,300.8,300.8
1170,2025-02-06,Papelaria,Estojo,1,9.61,9.61
1170,2025-02-06,Alimentos,Café,1,29.12,29.12
1171,2025-02-06,Papelaria,Caneta,4,73.74,294.96
1171,2025-02-06,Vestuário,Jaqueta,2,219.55,439.1
1172,2025-02-06,Papelaria,Mochila,4,76.64,306.56
1173,2025-02-07,Móveis,Luminária,1,265.92,265.92
1173,2025-02-07,Papelaria,Agenda,4,56.21,224.84
1174,2025-02-07,Eletrônicos,Smart TV,2,2432.86,4865.72
1174,2025-02-07,Eletrônicos,Fone de Ouvido,4,1351.77,5407.08
1174,2025-02-07,Vestuário,Jaqueta,3,240.16,720.48
1175,2025-02-07,Papelaria,Estojo,3,116.53,349.59
1176,2025-02-07,Alimentos,Chocolate,2,9.04,18.08
1176,2025-02-07,Vestuário,Boné,2,137.84,275.68
1176,2025-02-07,Eletrônicos,Smartphone,4,1880.32,7521.28
1177,2025-02-07,Papelaria,Caderno,2,34.04,68.08
1177,2025-02-07,Papelaria,Estojo,1,9.22,9.22
1177,2025-02-07,Móveis,Sofá,1,1239.11,1239.11
1178,2025-02-07,Papelaria,Mochila,2,17.87,35.74
1178,2025-02-07,Vestuário,Camiseta,4,199.97,799.88
1178,2025-02-07,Vestuário,Boné,3,234.8,704.4
1179,2025-02-08,Papelaria,Agenda,3,60.19,180.57
1179,2025-02-08,Alimentos,Chocolate,1,22.77,22.77
1180,2025-02-08,Alimentos,Chocolate,2,23.85,47.7
1181,2025-02-08,Móveis,Sofá,2,1791.23,3582.46
1181,2025-02-08,Papelaria,Caneta,3,26.66,79.98
1181,2025-02-08,Móveis,Luminária,3,2412.03,7236.09
1182,2025-02-08,Eletrônicos,Notebook,2,1591.04,3182.08
1182,2025-02-08,Vestuário,Calça Jeans,4,227.71,910.84
1183,2025-02-09,Vestuário,Tênis,4,80.97,323.88
1184,2025-02-09,Eletrônicos,Smartphone,4,1716.6,6866.4
1184,2025-02-09,Móveis,Cadeira,3,317.16,951.48
1185,2025-02-09,Alimentos,Suco,2,40.78,81.56
1186,2025-02-09,Papelaria,Mochila,2,97.9,195.8
1186,2025-02-09,Móveis,Cadeira,1,861.27,861.27
1187,2025-02-09,Eletrônicos,Smartphone,1,1414.27,1414.27
1187,2025-02-09,Papelaria,Caneta,1,50.56,50.56
1187,2025-02-09,Alimentos,Suco,1,35.17,35.17
1188,2025-02-09,Eletrônicos,Fone de Ouvido,2,1024.99,2049.98
1189,2025-02-09,Alimentos,Chocolate,1,46.76,46.76
1189,2025-02-09,Alimentos,Biscoito,4,52.48,209.92
1189,2025-02-09,Vestuário,Tênis,2,38.21,76.42
1190,2025-02-09,Papelaria,Agenda,1,50.86,50.86
1191,2025-02-10,Móveis,Luminária,3,569.87,1709.61
1191,2025-02-10,Móveis,Sofá,4,2391.18,9564.72
1191,2025-02-10,Alimentos,Cereal,1,8.31,8.31
1192,2025-02-10,Alimentos,Chocolate,4,14.15,56.6
1193,2025-02-10,Papelaria,Mochila,4,111.9,447.6
1194,2025-02-10,Vestuário,Tênis,2,259.64,519.28
1194,2025-02-10,Eletrônicos,Tablet,1,1742.16,1742.16
1194,2025-02-10,Alimentos,Suco,1,14.98,14.98
1195,2025-02-10,Eletrônicos,Notebook,4,863.13,3452.52
1195,2025-02-10,Papelaria,Estojo,3,60.61,181.83
1195,2025-02-10,Eletrônicos,Smart TV,2,317.14,634.28
1196,2025-02-11,Móveis,Sofá,1,647.39,647.39
1196,2025-02-11,Vestuário,Calça Jeans,2,145.45,290.9
1197,2025-02-12,Papelaria,Estojo,1,82.21,82.21
1197,2025-02-12,Vestuário,Jaqueta,1,229.63,229.63
1197,2025-02-12,Vestuário,Boné,3,83.76,251.28
1198,2025-02-12,Eletrônicos,Tablet,4,518.5,2074.0
1198,2025-02-12,Móveis,Estante,4,1557.03,6228.12
1199,2025-02-12,Vestuário,Camiseta,1,155.09,155.09
1199,2025-02-12,Eletrônicos,Smartphone,3,3952.97,11858.91
1199,2025-02-12,Móveis,Mesa,2,1070.37,2140.74
1200,2025-02-12,Eletrônicos,Smartphone,4,210.91,843.64
1201,2025-02-13,Vestuário,Boné,4,55.41,221.64
1201,2025-02-13,Móveis,Cadeira,1,1529.8,1529.8
1202,2025-02-14,Papelaria,Caneta,4,82.0,328.0
1203,2025-02-14,Móveis,Mesa,4,1732.32,6929.28
1203,2025-02-14,Móveis,Mesa,2,899.2,1798.4
1203,2025-02-14,Vestuário,Tênis,1,241.79,241.79
1204,2025-02-14,Vestuário,Tênis,4,49.25,197.0
1204,2025-02-14,Vestuário,Tênis,1,337.73,337.73
1204,2025-02-14,Eletrônicos,Notebook,1,522.2,522.2
1205,2025-02-15,Móveis,Sofá,2,2438.0,4876.0
1205,2025-02-15,Móveis,Sofá,4,2324.8,9299.2
1205,2025-02-15,Eletrônicos,Smartphone,4,2735.5,10942.0
1206,2025-02-16,Papelaria,Caneta,4,12.26,49.04
1206,2025-02-16,Eletrônicos,Notebook,1,1465.45,1465.45
1207,2025-02-16,Vestuário,Jaqueta,1,106.5,106.5
1208,2025-02-16,Alimentos,Suco,2,20.38,40.76
1208,2025-02-16,Papelaria,Caneta,3,64.3,192.9
1208,2025-02-16,Alimentos,Suco,2,51.83,103.66
1209,2025-02-17,Papelaria,Caderno,3,42.09,126.27
1209,2025-02-17,Vestuário,Jaqueta,2,252.38,504.76
1209,2025-02-17,Papelaria,Caneta,1,78.71,78.71
1210,2025-02-17,Eletrônicos,Tablet,4,3468.76,13875.04
1210,2025-02-17,Eletrônicos,Tablet,3,1372.5,4117.5
1211,2025-02-17,Eletrônicos,Tablet,4,1565.01,6260.04
1212,2025-02-17,Vestuário,Tênis,4,73.25,293.0
1213,2025-02-17,Papelaria,Estojo,4,116.07,464.28
1214,2025-02-17,Papelaria,Caneta,3,36.94,110.82
1215,2025-02-18,Móveis,Estante,1,560.28,560.28
1215,2025-02-18,Vestuário,Jaqueta,3,271.36,814.08
1215,2025-02-18,Eletrônicos,Fone de Ouvido,1,807.06,807.06
1216,2025-02-18,Papelaria,Mochila,4,25.44,101.76
1217,2025-02-18,Papelaria,Estojo,1,119.62,119.62
1218,2025-02-18,Papelaria,Estojo,4,24.98,99.92
1219,2025-02-19,Alimentos,Cereal,2,27.78,55.56
